userName;content;score;at;appVersion
Rama Dan;Baik;5;30/12/2021 00:12;4.34.1
Mohamad Anwar;Driver bawa kalem;5;17/12/2023 08:43;4.80.2
Abdul Rohman;Mantap;5;22/01/2022 11:43;4.27.2
Maulida Chaira;Ramah;5;08/08/2022 14:52;4.49.2
Rohmiyati Istiana;Sejauh ini merasa terbantu dengan aplikasi gojek;4;31/12/2022 09:17;4.58.1
TRI DHARMA;memuaskan banyak promonya;5;10/10/2023 16:06;4.76.2
Es Em;Oke;5;04/03/2022 13:09;4.30.1
Aries biru;Gojek jgn mahal mahal donk biaya aplikasi gopay later nya masa sekali antar 3000 rupiah di paylater lain cuma berapa ratus perak sajatlg di turunin harga nya yuaaaa;5;06/02/2022 11:15;4.36.1
PT TANJAYA ABADI CARGO;Bagus dan drivernya baik;5;29/08/2022 12:51;4.50.1
sherly CAA;Helpfull;5;02/07/2022 11:20;4.44.1
elisa restina;good aplikasi the best cheap;5;02/10/2022 08:54;4.52.2
Mairika Yola Antika;saya kasih bintang 2 dlusoalnya ada barang saya yg tertinggal di slh satu mobil driver klo driver itu jujur dan bisa mengembalikan brg syasaya kasih bintang 5;2;26/03/2023 02:53;4.63.2
Azka Ramadhani;Discone tipu tipu Potongan 25rb Tp nyatanya cuman ongkir dong yg klen potong;1;09/03/2023 05:35;4.63.1
Saldi Okay;Bagus;5;13/02/2022 05:22;4.32.1
Manzala Doanks;Tidak ada opsi menu lihat riwayat promokarena saldo GOPAY coins belum masuk setelah transaksi selesaidisuruh kirim bukti Screenshot promolha gimana mau screenshot kalau tidak ada opsi riwayat promo yang digunakan;1;20/02/2023 10:19;4.60.1
Djendol Kholis;kan ada notif suruh daftar bank jago terus dapet bonustapi bonusnya belum masuk apa cuma bohongan;4;28/06/2023 05:23;4.64.2
Muhamad Isa;Oke banget;5;06/01/2024 12:13;4.80.4
Andhy Rizky;KTP sudah asli tp gagal terus yasudah anda yg rugi kok ga penting jd premium masih bnyak kompetitor yg udah Acc;1;19/02/2022 05:06;4.37.1
benediktapurba benediktapurba;Good;5;10/06/2023 12:39;4.68.1
Agus Syamsudin;Sangat membantu;5;08/01/2024 03:25;4.78.3
Shafa Rizki;Good job;5;23/06/2023 06:24;4.69.1
Devi Ariyani80;Suka;5;30/03/2023 00:06;4.64.2
Sri Yanto Dwijatmiko;Mantap cepat tepat waktu;5;15/07/2022 05:17;4.46.2
Kamal Subhan;sangat sangat membantu;5;31/01/2022 22:41;4.34.1
Halimah Soegandhi45;Mantap;5;04/02/2023 01:26;4.60.1
bona ventura;Cs tidak memberikan solusi;1;09/09/2023 14:40;4.56.1
Rian Aditya;ga bisa masuk akun;1;21/12/2023 12:34;4.80.4
windu;Gabisa dobel diskon lagi;1;01/09/2022 13:39;4.50.1
Muhammad Rizky Baskara;Beli token listrik ngirimnya lama bet mana ga bisa di cancel keburu jadi manusia purba cuy;1;01/10/2022 17:10;4.53.1
welly desmapita;Sudah top up saldo GOPAY tapi tidak bisa login Bagaimana ini;1;04/04/2022 12:45;4.40.1
Tiara Sari;Kenapa pelangan lama bayar lebih mahaldan kalau ada promo kode voucer tidak di tunjukan kita harus cari tahu sendiri;3;05/03/2022 06:57;4.37.1
Su Bagya;Gojek memang Siip;5;02/02/2022 00:41;4.36.1
April Suhardi;langganan bgt sma aplikasi iniwalaupun bnyk aplikasi lain tp ttp no 1 goride yg sering q pake;5;28/08/2023 10:57;4.72.1
Muran Syah;Mantap;5;20/04/2022 16:38;4.34.1
wahyu cahyono;GOOD;5;11/06/2022 08:21;4.45.1
Rahman Junus;Maaf 4 bintang dl Klo mendekati jam 9 malam driver utk GoFood sepi begitu slalu pesannya Sabar slalu mengulang sj terus;4;02/12/2021 13:19;4.22.1
Susi Rizqi;Baru bebrapa hari di updatetp setelah di update ko aneh ysetiap masuk ke aplikasi dan ingin memesan kendaraaan tiba2 aplikasi terhentidan begitu terus setiap masuk ke aplikasiselalu notif aplikasi terhentimohon solusi supaya saya bisa menggunakan gojek lagi;3;02/02/2024 02:16;4.81.1
Asri Asri;Okmantap da gojek;5;24/11/2021 07:33;4.30.1
Dina M;Josss;4;27/08/2022 14:33;4.50.1
Maura Putri;Membantu;5;29/11/2021 16:03;4.29.1
Dian Hermawan;driver nya bad banyak yg cancel;1;30/11/2021 07:38;4.32.1
Steafunza Andika;Tolong untuk gopay di tambahin fitur tagihan;5;05/02/2022 02:47;4.15.1
Burhan Andika;Mantaap;5;24/10/2022 13:17;4.50.1
Yunita Aditya;Saya kecewa saya pelanggan setia gojek setiap hari saya pak gojek buat kirim barang antar anak sekolah tapi kenapa gopay leter nya ga bisa di pake gara2 telat 2 hari pembayaran langsung di tutup permanen tolong dong pengertian nya jadi males kalau kaya gini;1;07/03/2022 12:56;4.38.2
arif yulianto;baik yes;5;26/02/2022 13:23;4.31.1
Elis Yuliana;Sangat membantu disaat mager;5;12/10/2023 01:50;4.76.2
Bob Bob;Ok;5;01/10/2023 15:24;4.75.1
hello kitty;Sekarang antar paket lewat gosend lama penanganan nya tidak seperti sebelum nya cepat penanganan nya Tolong di perbaiki kak ;3;10/02/2022 07:19;4.34.1
Pendi 13;Tolong dibuat agar bisa menghubungi resto sering banget pesanan kurang bingungkan komplainnya gimana;4;29/09/2023 14:00;4.75.1
Delta Bravo;Transaksi pake payleter gagal terus  Payah;1;03/01/2024 18:16;4.80.3
Meisya Meisya;Membantu waktu lagi males keluar;5;19/03/2023 19:09;4.63.2
Andi Ulla;ok;4;05/11/2021 09:52;4.30.1
Ferrany Marcha;Kenapa saya selalu gagal upgrade ke gojek plus mohon bantuannya;2;04/02/2022 06:32;4.36.1
Herdy Setiawan;Skrg tambah buruk Pelayanannya gw make payleter bertahun tahun baru ini di blokir karena cuma telat beberapa hari;1;27/02/2022 14:03;4.35.1
Jhon Chena;tolong kembalikan gopay saya;1;29/11/2022 10:00;4.55.2
Ceppy Cahyani;Mantap lanjut;5;16/03/2022 13:18;4.17.2
Rangga Ajie Prayoga;Driver terlalu banyak cancel;1;04/01/2023 23:03;4.58.1
Ihdal Rusnayain;APLIKASI PALING MARUK SEJAK DIPEGANG CINA MASA SELISIH HARGA SAMA APLIKASI SEBELAH SAMPE 9000 UDAH GITU GAK ADA DISKON2NYA PROMONYA TIPU2 UDAH UP HARGA SETINGGI LANGIT BARU DI KASIH DISKON TRUS DIKATAKAN HARGA PROMO DAN LUCUNYA JATUHNYA HARGA DISKONNYA MASIH LEBIH MURAH APLIKASI SEBELAH BUSET DAH KAPITALISNYA NGERI PADAHAL USAHA NIH PERUSAHAAN UDAH DIMANA2 TAPI MARUKNYA TETAP GAK ILANG2;1;14/03/2022 12:33;4.38.2
Faisal Habib17;Mantap;5;01/04/2022 00:50;4.40.1
Majesty Moningka;Mantap;5;30/01/2022 17:18;4.36.1
Muhammad Helmy Alaydrus Helmi;Ok;5;11/07/2022 23:24;4.47.1
Bayu “Baysky” Adhitiya;Mantap;4;26/01/2022 19:00;4.35.1
Johan Manungkalits;Good time;5;06/07/2022 14:53;4.46.2
Walby Aby;Dah oke lg  Ty ;3;02/02/2022 09:53;4.35.1
Widiyanti Darmayuda;mantap;5;29/04/2022 21:52;4.38.2
Anggono Prasetyo;Mantap;5;17/07/2022 14:56;4.47.1
L_ West;Yes goods;5;21/07/2023 10:55;4.70.1
Yuono Jawa013;Applikasi ini sangat membantu;5;27/04/2022 14:56;4.40.1
Cucu Carlia;Good;5;11/01/2023 07:13;4.58.1
Anisa Zahra;Bagus;5;01/03/2022 14:16;4.21.1
ClipClaps Fun;Gopaylater penagih hutang mengganggu kalau emang mau datang datang aja gak usah bolak balik telpon Ganggu orang kerja;1;20/10/2022 01:11;4.53.1
Sri Ismoyowati;Adanya paket hemat yg meringankan pengeluaran;5;14/08/2023 21:42;4.71.3
petrus Nuredhi;Ok;5;27/02/2022 00:19;4.26.1
anton setiawan;Bagus;5;26/04/2023 11:01;4.65.2
Jack Weskey;Menu lengkap  Harga bersaing ;5;18/05/2023 13:15;4.66.1
Christian Antonius;baik;5;23/10/2022 15:33;4.54.2
Akhdan Aja11;Bagus ok;5;07/06/2022 16:21;4.44.1
Amir Hamzah;ok;5;31/12/2021 00:48;4.10.3
Rifqi Dermawan;Gabisa gw upgrade premium anj gajelas ppk emang padahal udah ngikut in semuanya tapi salah aja anj punya mata ga sih anj kalau detect gw gapake KTP orang anj KTP sendiri ini terus gara Muka gw kusam jd gabisa fituaneh anj;1;31/07/2022 06:41;4.48.1
ketut wardana;Good job;5;02/11/2022 02:37;4.48.1
SEBASTIAN IRVANDO T. SIANTURI;Good;5;05/08/2023 08:38;4.54.2
Fey Rachman;Lebih banyak promonya dunk;5;08/06/2022 02:20;4.44.1
Erni Ayda;Layanan ok;5;28/08/2022 03:43;4.50.1
Kucing Angora;Jelek;1;06/09/2023 13:54;4.74.1
Niken Dwi Larasaty;Sangat membantu;5;31/07/2022 22:02;4.48.1
Supaino R;Sanagat bagus;5;07/07/2023 01:10;4.63.2
Wahyu Wijaya;Top up gopay lewat mandiri kok gk masuk  pdhal udh kepotong dari mandiri mobileny;1;19/01/2022 00:51;4.35.1
werika silitonga;Hemat lebih memudahkan dalam beraktivitas terimakasih gojek;5;26/12/2023 03:47;4.80.4
Ronney;Ok banget;5;25/06/2022 04:44;4.46.1
Riuzy Nur Rohim;kocak biaya pelayanan naik tapi performa makin buruk driver gofood yg gak se satset sebelah pernah nyoba order bareng di mcdi si oreng langsung menuju resto eh malah gopud diem dulu 15 menit hadeh hadeh goride suka ngecancel juga kalau bayar pakai gopay;1;27/05/2023 14:37;4.66.1
Andi Kurniawan;Tolong biaya jasa aplikasi nya dikurangkan memang di murah cuman 3k tapi lamalama agak gak enakrisih karena saya pelanggan gofood Gausah collab sama artis luar negri Kalo gak dikurangin saya bakalan pindah ke GRAB;1;26/06/2022 13:23;4.45.1
Putra Aldiaz;Sangat membantu apa lagi pas lapernya ;4;17/11/2022 12:06;4.54.2
Maya Immawati;Mantap;5;21/08/2022 07:50;4.48.1
Susan;Lancarrr;5;24/08/2023 02:13;4.72.1
Alung Smd;Gojek sangat membantu;5;08/08/2022 11:52;4.49.2
Triyuni Garsianty;Aplikasi yang sangat bermanfaat;5;28/12/2023 09:15;4.80.2
Ajie Wijaya;sukses dan maju berkembang gojek gopatnerberikan yang terbaik untuk drivermu dan custamermu;5;27/11/2021 13:33;4.33.1
AzamAnime;menyalamatkan kekasihku yang lagi sakit;5;05/01/2024 06:09;4.80.4
selly tria saftiani;Membantu bngt buat yg mager;5;29/11/2021 04:13;4.29.1
Sri Wulandjari;Saya puas dengan pelayanan gojek;5;23/12/2021 09:36;4.34.1
Budi Nugroho;Ok;5;15/03/2022 09:55;4.20.1
abdullah qomara;Sllu pelayanan baik;5;04/11/2023 03:04;4.77.1
Ambar Bariyah;Sangat membantu;5;19/01/2024 18:17;4.81.1
Andi Ardana;Terbaik;5;07/04/2022 23:38;4.39.2
Aziz koki;biaya konyol orang pesen gofood ko malah ada BIAYA LAIN ada 1 biaya pemeliharan aplikasi 2 biaya bungkus 1 lah ko apk mau bagus dibebankan ke customer tiap transaksi lagi kan anehh 2 biaya bungkus emang driver ikut bungkus ya dan ada matrial sampe ada jasa bungkus jikapun ada biaya bungkus ya harusnya dari tokorestorannya bukan dari apk gojeknya;1;29/11/2023 13:33;4.79.1
Karyati;Di hp aku gojek gabisa d buka gatau kenapa udh update install ulang tetep aja gabisa dibuka aplikasinya ;1;28/10/2023 04:33;4.77.1
Galih S Wicaksono;Terimakasih sangat membantu;5;22/08/2022 00:30;4.47.1
Jeme Lahat;biayanya terlalu mahal;1;06/01/2024 19:28;4.80.4
Budi Joko Purnomo;Aplikasi transportasi yg sangat membantu;5;13/02/2023 10:40;4.60.1
Andri Susanto;Sangat membantu;5;28/02/2022 16:00;4.38.2
Yuli Eko Nugroho;Tingkatkan mapsnya;5;26/02/2023 04:36;4.30.1
Pengguna Google;siip;1;22/11/2023 06:18;4.78.3
Hasnawati Azis;Diskonnya banyak banget ;5;17/06/2022 07:49;4.41.1
bemzsakh;Apk sy tidak bisa terbuka;1;02/09/2022 12:29;4.50.1
Nurul Imam;Semoga semakin berkembang untuk negeri;5;17/09/2023 02:35;4.74.3
Eka Novita;Sgt membntu;5;24/03/2022 12:10;4.39.2
EkoShuu vjr;Good job;5;24/01/2022 15:07;4.31.1
Rini Syafitri;I like;5;29/12/2021 06:13;4.34.1
Achmad Awaluddin;Oke;5;02/12/2021 06:04;4.32.1
Adi martono;Sangat membantu;5;27/06/2022 02:43;4.46.1
hesty zakiyah;Sudah dibayar sebelum jatuh tempo Kenapa nggak bisa digunakan gopaylater nya KECEWAl disuruh upgrade paylater malah ga bisa digunakan paylaternya Pakai Grab aja dech Males pakai Gojek klo diperlakukan begini terus;1;10/09/2023 01:48;4.74.2
arrdgee15;Payah;1;10/12/2021 10:29;4.33.1
maslyzon simbolon;Mantap cepat dan tepat;5;08/07/2022 12:24;4.46.2
Muhammad Harfairus;Sangat Bagus;5;27/04/2022 06:49;4.36.1
Tiara Azka;Baik;5;17/04/2022 07:08;4.37.2
Theblues Chelsea;Sangat terbantu;5;27/11/2021 13:14;4.31.1
Firmansyah 99;Sangat bagus;5;21/03/2022 04:46;4.39.2
Adi Putra;Ok;5;21/03/2023 12:48;4.63.2
Sukma Galih;Trimakasih sudah memberi voucher terus kepada kami Terutama voucher go food;5;04/01/2023 04:21;4.58.1
AL MUSTOFA ALI;Susah transfer;1;15/08/2023 12:35;4.62.1
Apit Ahmad;Ribet aplikasi nya;1;21/07/2023 08:18;4.70.1
MIRZA RABBANI CHANNEL;manstaab;5;02/12/2021 06:29;4.31.1
Sidik Pambuko;Bagus dan care;4;29/10/2022 23:52;4.54.2
Fernando Mahadika;the best;5;31/08/2023 23:31;4.73.1
djuma ali;Best;5;31/07/2022 07:39;4.48.1
Rudi Rizwan;Tepat waktu;5;25/07/2023 14:16;4.70.1
Inlandher Aran;Mantap;5;24/10/2022 12:03;4.54.2
Freddy Sinurat;Good;5;30/10/2022 13:25;4.54.2
Dennis Zuliansyah;Go paylater sy di blokir gara katanya sy ga ada transaksi Lucu sekali kau gojek ;2;02/10/2022 14:40;4.52.2
KIOS EVEL;Mantaps promo2 nya disering2in aja ;5;27/07/2023 06:44;4.70.1
Dimas aditya;Kenapa ngga bisa bayar byu lagi;3;17/06/2022 10:21;4.40.1
Ainur Ropik;Saya banga dgn anak indonesia tetap berkarya menjadi inspirasi generasi2 penerus y yakin tuhan yang maha esa bersama kita;5;19/11/2022 05:33;4.55.2
Siti Hotijah;Bagus mau kemn2 lebih mudah apa bagi orang yg gk tau jln sangat membantu bgt terimakasih;5;13/09/2023 21:45;4.74.2
Elvita Nandira;Sering ada potongan;5;09/09/2023 04:34;4.73.1
Maria Puspa;Titik maps gojek ngarahin ke jalan buntu kalau bisa mindahin jalurnya itu lebih bagus kasian driver puter2 Seharusnya ada Option untuk melampirkan gambar ketika pesan lewat marketplace Saya suka belanja lewat Tokopedia seller kirim gosend namun seringkali rumah gak ketemu dan saya harus kontak secara pribadi drivernya untuk mengirimkan foto arah jln ke rumah saya;4;25/08/2023 09:13;4.72.1
Alfian Fian;Sekarang ongkos terlalu mahal Padahal dulu gojek itu murah ongkos nya dan banyak promo Tolong dong turunin ongkos nya;1;14/02/2023 15:14;4.57.1
Dini Oktaviani;GOJEK skrg ribet Mana kalo mau gofood SEDANG TIDAK ADA DRIVER D RESTO INI CARO RESTO LAIN terus kalo saya mau nya itu harus makan yg lain Parah Mana lagi hujan tidak membantu sama sekali Saya terpaksa pake gojek krna bisa pake gopay  krna saya ga pegang uang cash;1;30/11/2021 13:40;4.32.1
Boogey;sudah dari jam 0000  0232 saya bayar di tokped kenapa ga bisa verifikasi pembayaran;1;08/11/2022 19:33;4.54.2
Mr. Crs;Mantap;5;16/06/2022 11:51;4.44.1
Hansamu Sakura;sangat berguna dan luar biasa;5;06/01/2022 11:28;4.34.1
Tempe Bongkrek;Udah update ke terbaru tetep di suruh lagi gak jelas;1;30/07/2023 00:26;4.71.2
AYAM GEPREK JUOSS;lancar;5;29/01/2023 09:24;4.59.1
mario tumangkeng;Kurang membantu;1;03/08/2023 12:00;4.71.3
Arkana Octarian;Semoga makin sukses dan limit paylater saya ditambah;5;16/11/2022 04:42;4.54.2
Nafisa Almalika;Biar bintang yg bicara;5;07/04/2022 05:48;4.37.2
DIAN EKAWATI;Sangat mengecewakan harus d update terus klo gak d update sering eror mau bayar paylater aja harus update dulu;1;15/12/2023 10:23;4.56.1
andry oye;okedeh;4;17/03/2022 00:36;4.18.2
firly cool;Manual mengetik alamat tujuan tdk terdeteksi menggeser titik maps gak bisa tepat knp ya ;5;09/08/2022 13:23;4.25.2
Muhammad daffa Sasmita;Jangan sering melakukan update Tolong di ploment memperbaiki;1;22/12/2022 12:25;4.53.1
Mas udi;Akun saya terblokir Tanpa penjelasan secara rinci Menurut saya bukan hal tepat pemblokiran se pihak;1;12/01/2023 05:24;4.52.2
Fadli Adriansyah;Sangat Membantu;5;17/07/2022 10:10;4.39.2
myzain rental;Kurang diskon;1;04/08/2022 09:24;4.43.1
agung nugroho;Aplikasi lelet ajg;1;26/10/2023 23:17;4.76.2
Rizky Rahmawati;Ok aja;5;05/04/2022 07:32;4.36.1
Galih;MAKSUDNYA APA INI YA KAKAK SAYA SETELAH PESAN MAKANAN DI GO FOOD SUDAH TERPESAN PAKAI GOPAY TAPI TERCANCEL SENDIRI MAKSUDNYA GIMANA YA TOLONG DI PERBAIKI DAN TANGGUNG JAWAB;1;20/07/2022 06:39;4.38.2
Ghulam Didi;Katanya ga ada internet org buka crhome aja lancar gmna si;1;01/05/2022 03:52;4.42.2
Dede Dika;Masih banyak pembenahan nya ya om;4;11/04/2022 18:42;4.40.1
Yaya Kunyem;Bagus;5;24/03/2022 06:31;4.38.2
Andi Putra;Sdh sering pake paylatterbyr tepat wktSKRG KECEWALIMIT NGGA PERNAH NAIKskrg malah DIBLOKIR paylatternyapadahal sdh pake aplikasi lamalama2 makin aneh pelayanannyaUNINSTALLBYE;1;07/11/2022 10:53;4.54.2
annur rofikoh;ongkirnya semakin mahal;2;02/11/2023 05:39;4.77.1
Nisa Muizzah;Map nya ngaco bangett Pesen obat pake halodoc dianterinnya lama bgt Padahal pake instant;3;25/08/2022 05:14;4.49.2
citra kasih;Driver nya baik;5;07/12/2023 04:36;4.78.3
Made Seruni;pokoknya sangat membantu ya;5;29/03/2023 07:36;4.55.2
Dania Af;Toloooooonnngggg kasih driver terdekat Kasihan kan udah langganan lama pke apk masak mau di uninstall ;3;09/07/2022 12:15;4.47.1
Anggin nisrina ulayya;Sudah lebih dari 40 menit gojek saya error Setelah dapat driver lokasi driver tidak terlihat diperangkat saya Saat saya tlp ternyata driver sudah mengcancel dari perangkatnya Saat saya coba cancel dari akun saya selalu tidak bisa Mohon bantuannya ;1;13/01/2023 11:18;4.58.1
Amadeaa;baguss sekalii;5;07/12/2023 05:13;4.77.1
Ikhsan;SANGAT SENANG SANGAT MEMBANTU;5;03/01/2024 21:55;4.80.2
Dedy Kurniawan;Mantap betulsaya suka saya suka;5;13/09/2022 14:15;4.51.1
Ujang Dadang;GOSEND OK bingit;5;11/11/2021 08:06;4.31.1
NURSIS WANTO;Pokoknye serba YES ;5;06/12/2023 00:54;4.79.2
nagiebh kharim;Driver gocar pada males ambil orederan Juga suka batalin seenaknya Terus pilih pilih penumpang fucek lah Kecewa banget;1;07/11/2021 13:49;4.31.1
Yasir Muhammad;Cepet dan bagus drifernya;5;29/06/2022 11:04;4.46.1
Toxic Lady;Ok;5;13/03/2023 10:14;4.49.2
Novita Astri;Ank sy kan blm pny ktp ya akunnya sy daftarkan jd gojek plus pk ktp sy Dan ganti nomornya yg hangus jg Tp prosesnya ribet bgt Chat jg nunggu balasan ga ky APK lain yg bs lgs chat ngobrol dan dpt solusi dg CS lgs ini mah laporan HRS nunggu balesan di bales eh nunggu lagi balesan dr cs nya lg kapan kelarnya akhirnya saldo gopaynya nyangkut ga bs dipake Krn hrs update gopay plus Ribeeeeetttin org;3;27/02/2022 17:49;4.34.1
ASEP SUHENDAR;Sangat membantu dalam setiap perjalanan saya Trims;5;23/12/2023 02:40;4.8.1
Arga Taiwan;Saya gagal selalu masuk ke gopay;1;28/12/2022 18:30;4.53.1
Novi Sania;Sangat membantu;4;12/03/2023 06:46;4.61.1
Muttakin Lutfi;Bagus;4;29/10/2022 06:19;4.54.2
Henki Hartanthio;Bagus;5;20/06/2022 08:43;4.45.1
Muhammad Sirojul Huda;Bagaimana ini gojek saya kok gak bisa saya login lagi juga gak bisa bagaimana ini Saya mau belanja jadi gak bisa;1;13/02/2022 03:12;4.36.1
Mutia Syafitri;Kenapa sering eror yaa skrg;2;06/01/2023 11:56;4.54.2
MOHAMAD LUKMAN HAKIM;mantap;5;05/03/2023 12:45;4.56.1
Rizki Amalia;Saya gagal melakukan pembayaran akan tetapi saldo GoPay saya tetap terpotong Sudah dihubungi ke Customer Care jawaban berteletele Minta Screenshoot sana sini akan tetapi tidak ada jawaban pasti tentang pengembalian dana saya;1;13/06/2022 09:19;4.44.1
Jounk Namlea;Sudah tidak bisa menggabungkan diskonn resto dam vocer diskon gofood lagi Apakah eror atau mang kebijakan baru ya jadi sangat tidak enak pake gofood lagi harganya jauh sangat lebih mahal dari pada beli langsung Ditambah lagi setiap transaksi di tokped menggunakan gopay ada biaya 1k padahal untuk topup gopay kita ada biaya juga 1k untuk orang yang belanja untuk usaha ini sangat memberatkan;1;22/08/2022 18:56;4.50.1
Femila Sari;Saldo saya hilang Rp100000 Pada saat saya tarik tunai ke ATM BCA kode transaksi menunggu dan saldo saya terpotongtolong kembalikan uang saya;1;18/01/2023 11:22;4.59.1
khusus game;Install daftar trus kena blokir dengan alesan adanya aktivitas yg tidak biasa Padahal blom ngapa ngapain aneh Minta tolong sama CS malah dikasih keputusan bahwa gopay murni dibekukan Ajuin banding malah ditolak Salah saya apa woiii;1;12/01/2022 06:28;4.34.1
Ben;Masukkan pin benar dibilang salah udah ganti pin sms verifikasinya lama benar nyampenya Dimasukkin pin baru dibilang pin salah lagi;1;27/02/2022 05:00;4.38.2
Sutarno Ekamas;The best;5;13/02/2022 09:35;4.37.1
Adya Aiman;GAJELAS AKU UDAH PENCET LUPA PIN TAPI KODE OTP NYA GA DIKIRIM DI SMS GAJE DISITU ADA DUIT KU 100K;1;31/07/2022 12:29;4.48.1
Aulia Rahman;Okeokeokee;5;22/11/2021 23:07;4.28.4
ana meri;Adakan fitur video call nya dong min agar jika terjadi kesalahan alamat atau sedikit nyasar dr rumah bisa di arahkan dg videocall;4;14/09/2022 04:35;4.51.1
Ihsan Zahri;Di gopay kaloe ganti hp susah masuk balik;5;06/01/2023 07:25;4.58.1
dappa;aplikasi sering force close tolong segera diperbaiki sangat meresahkan;3;09/04/2023 00:48;4.54.2
iyus Rusli 4599;Keren sih tapi tolong ya perbaiki lagi kenapa gojek kadang suka lemot kelacak padahall sinyal kuat kuota ada;5;15/05/2022 07:19;4.43.1
Indra Lesmana;Mantap dan sangat membantu untuk usaha kecil;5;25/02/2022 16:26;4.34.1
rismanto nazwa;Good;5;24/06/2023 07:08;4.49.2
dominic fby;login susah harus pake no hp lama email sama pake no baru email lama ga bisa fix gojek jd ga bisa di pake mau pake email baru ga mau itu email udah 1 dr dlu baru kalli ini login susah dr ribuan apk;1;09/05/2022 12:41;4.42.2
Miftahul Faiz;Transfer ke rek lain wajib reg pay plus di tarik tunai biaya admin worthless mending ke dana aja bebas biaya admin tidak perlu reg premium free biaya admin entah kenapa kurang suka aja intinya susah untuk tf ke aplikasi lain lain;1;01/09/2022 15:02;4.50.1
Elvina Dewisahruni;Suka sekali;5;24/07/2022 23:07;4.47.1
Erwan Chandra;Ok;5;09/06/2023 08:29;4.68.1
Johan Daroe.;Aplikasi simple dan cepat ;5;04/11/2022 18:51;4.47.1
Hendi Aja;Good mepermudah perjalanan dan cepat instan pula;5;16/04/2022 16:01;4.40.1
ronaldoo situmorang;Kenapa suka tiba tiba nge freeze sihlagi scroll makanan eh malah nge freeze nying lah;2;05/11/2021 08:54;4.31.1
Mujah Idin;Pake payleter mu bunganya sadis jek wassyyyuuu tenan;2;31/07/2022 14:45;4.35.1
Hendra Purnama Putra;the best;4;06/08/2022 10:38;4.34.1
Asdar Turatea;Saya harap pendaftaran goride di makassar Segera buka Karna Saya mau sekali menjadi mitra Driver Gojek;5;26/09/2023 06:17;4.75.1
Budi anto;respon kurang cepat menanggapi saya kirim gopay ke bni tapi blm nyampe2 ehh di laporkan mlh respon lama minta di kembalikan ngga jadi kirim lama bgt responnya;1;02/12/2022 23:33;4.56.1
Anwar Makmur;Kadang lama datang nya;4;25/01/2024 14:01;4.81.2
Roby Saputra;Knp kok buat pembyaran tunai semua pada lelet kalo gak bisa pake tunai hapus aja fitur nya;1;09/07/2022 15:16;4.46.1
Hendrik Samsung;Aplikasi nya bagus dan sangat membantu ;5;13/11/2022 17:05;4.55.2
Aris PH;transfer via aplikasi ini uang anda bakal hilang sudah lapor 2 hari lebih gak digubris boro boro dibalas dibaca juga enggak;1;04/12/2022 04:07;4.56.1
Ira Araita;Gajelas Nomer yg dipake di gojek udh ke blokir terus disuruh bikin pin buat gopay tapi gabisa pindah nomer telp Nelfon costcare juga dipindah2 terus nomer costcarenya aneh;1;02/10/2022 04:45;4.53.1
evi tamalla;Trims;5;19/11/2021 11:07;4.10.3
buana cahaya pertiwi;Good;5;03/01/2022 08:40;4.23.2
M Rizwa;Wahai costumer Coba kalo udah order tuh jangan maen cansel aja kcuali ada ksepakatan atau alasan yang jelas udah jauh2 jemput eh malah maen cansel aja Saya sudah mngluarkan tenaga dan bensin untuk ke titik jemput;2;28/06/2023 16:28;4.46.2
Yanuar S;Jooossss ;5;05/12/2021 11:20;4.33.1
Oskar Gie Oskar Gie;Mantap;5;24/01/2022 17:01;4.35.1
Indra Kusuma;Gojek as;1;15/11/2023 10:11;4.73.1
MUROD;Terbaik;4;12/08/2023 10:11;4.71.3
Ellies Othinkk;Duh di update terus Ngheng ke hp aku ny Gk ini gk itusama aja;3;02/03/2022 03:18;4.26.1
Kenzo Andara;Good;5;25/11/2023 07:28;4.78.2
Angga Saputra;Good  ;5;26/09/2023 13:22;4.75.1
Mardiansyah Natsir;Aman;5;08/12/2021 23:56;4.33.1
Haditya Iqbal Mualim;Bayar bayar jadi lebih mudah dengan gopay namun untuk gopay later itu hitungannya lebih flexibel misal pinjam tgl 1 bayar tgl 30 atau pinjam tanggal 25 bayar tanggal 23 jadi pas gtu sebulan;5;14/07/2022 10:00;4.47.1
Tomi Yuliando;hthto;5;04/04/2022 08:39;4.9.3
Sarwoedi Dukut;Banyak in promo nya lagi ;5;09/07/2022 13:49;4.36.1
Berliana wnp;Tolong kalau kita sedang pesan goridegocar cari driver yg lokasinya dekat dengan titik penjemputan Sering bgt dapet driver yg jaraknya jauh padahal driver yg mangkal di sekitar lokasi penjemputan banyak bangett Tolong di perbaiki lgi jangan buang waktu kami hanya untuk nunggu driver yg datengnya lama karena jaraknya jauh;1;12/01/2024 11:58;4.80.4
Endah Uni;udah ada apk ini dari tahun 2016an kalo ga salah aplikasi yg sangat membantu dalam transportasi makanan dan lain2 fitur lengkap driver nya juga rata2 pinter bgt cari titik lokasi mempersingkat waktu ;5;05/06/2023 06:34;4.67.2
Friska Pakiding;Layanan oke mobil dan motor keren;5;01/02/2024 06:36;4.81.2
Muhammad Irwan;Aplikasi ni sangat bagus;5;08/04/2022 06:46;4.40.1
Angga Wijaya;Keren;5;18/11/2023 16:48;4.64.2
Yurike Prastika;Aplikasinya mantapplagi mager masak tinggal cuss pesan gofood;5;20/09/2022 13:03;4.51.1
